index,o3_sub_index,no2_one_hour_max,o3_eight_hour_max,psi_twenty_four_hourly,pm10_twenty_four_hourly,pm10_sub_index,pm25_twenty_four_hourly,pm25_sub_index,psi_three_hourly,so2_sub_index,so2_twenty_four_hourly,co_eight_hour_max,co_sub_index,date
349,"{'west': 27, 'national': 27, 'east': 16, 'central': 11, 'south': 10, 'north': 14}","{'west': 12, 'national': 57, 'east': 28, 'central': 45, 'south': 57, 'north': 29}","{'west': 65, 'national': 65, 'east': 38, 'central': 25, 'south': 24, 'north': 34}","{'west': 54, 'national': 61, 'east': 54, 'central': 55, 'south': 56, 'north': 61}","{'west': 26, 'national': 38, 'east': 28, 'central': 26, 'south': 29, 'north': 38}","{'west': 26, 'national': 38, 'east': 28, 'central': 26, 'south': 29, 'north': 38}","{'west': 15, 'national': 21, 'east': 15, 'central': 16, 'south': 16, 'north': 21}","{'west': 54, 'national': 61, 'east': 54, 'central': 55, 'south': 56, 'north': 61}",,"{'west': 3, 'national': 4, 'east': 2, 'central': 4, 'south': 3, 'north': 2}","{'west': 4, 'national': 6, 'east': 3, 'central': 6, 'south': 5, 'north': 3}","{'west': 0.57, 'national': 0.73, 'east': 0.21, 'central': 0.73, 'south': 0.63, 'north': 0.55}","{'west': 6, 'national': 7, 'east': 2, 'central': 7, 'south': 6, 'north': 6}",2017-12-16
350,"{'west': 37, 'national': 37, 'east': 20, 'central': 24, 'south': 22, 'north': 23}","{'west': 4, 'national': 24, 'east': 19, 'central': 24, 'south': 24, 'north': 7}","{'west': 88, 'national': 88, 'east': 46, 'central': 57, 'south': 51, 'north': 55}","{'west': 46, 'national': 53, 'east': 51, 'central': 44, 'south': 42, 'north': 53}","{'west': 25, 'national': 34, 'east': 31, 'central': 22, 'south': 25, 'north': 34}","{'west': 25, 'national': 34, 'east': 31, 'central': 22, 'south': 25, 'north': 34}","{'west': 11, 'national': 14, 'east': 12, 'central': 11, 'south': 10, 'north': 14}","{'west': 46, 'national': 53, 'east': 51, 'central': 44, 'south': 42, 'north': 53}",,"{'west': 3, 'national': 3, 'east': 1, 'central': 3, 'south': 2, 'north': 1}","{'west': 4, 'national': 4, 'east': 2, 'central': 4, 'south': 3, 'north': 2}","{'west': 0.46, 'national': 0.53, 'east': 0.17, 'central': 0.53, 'south': 0.5, 'north': 0.42}","{'west': 5, 'national': 5, 'east': 2, 'central': 5, 'south': 5, 'north': 4}",2017-12-17
351,"{'west': 23, 'national': 31, 'east': 26, 'central': 24, 'south': 28, 'north': 31}","{'west': 7, 'national': 45, 'east': 24, 'central': 45, 'south': 39, 'north': 16}","{'west': 55, 'national': 74, 'east': 62, 'central': 57, 'south': 67, 'north': 74}","{'west': 46, 'national': 60, 'east': 53, 'central': 55, 'south': 53, 'north': 60}","{'west': 29, 'national': 50, 'east': 38, 'central': 35, 'south': 34, 'north': 50}","{'west': 29, 'national': 50, 'east': 38, 'central': 35, 'south': 34, 'north': 50}","{'west': 11, 'national': 20, 'east': 14, 'central': 15, 'south': 14, 'north': 20}","{'west': 46, 'national': 60, 'east': 53, 'central': 55, 'south': 53, 'north': 60}",,"{'west': 3, 'national': 3, 'east': 1, 'central': 3, 'south': 2, 'north': 1}","{'west': 4, 'national': 5, 'east': 2, 'central': 5, 'south': 4, 'north': 2}","{'west': 0.44, 'national': 0.67, 'east': 0.24, 'central': 0.67, 'south': 0.6, 'north': 0.51}","{'west': 4, 'national': 7, 'east': 2, 'central': 7, 'south': 6, 'north': 5}",2017-12-18
352,"{'west': 36, 'national': 36, 'east': 25, 'central': 15, 'south': 18, 'north': 29}","{'west': 8, 'national': 43, 'east': 22, 'central': 41, 'south': 43, 'north': 14}","{'west': 86, 'national': 86, 'east': 59, 'central': 35, 'south': 42, 'north': 67}","{'west': 47, 'national': 56, 'east': 51, 'central': 51, 'south': 51, 'north': 56}","{'west': 25, 'national': 36, 'east': 29, 'central': 25, 'south': 26, 'north': 36}","{'west': 25, 'national': 36, 'east': 29, 'central': 25, 'south': 26, 'north': 36}","{'west': 11, 'national': 17, 'east': 12, 'central': 12, 'south': 12, 'north': 17}","{'west': 47, 'national': 56, 'east': 51, 'central': 51, 'south': 51, 'north': 56}",,"{'west': 3, 'national': 3, 'east': 1, 'central': 3, 'south': 2, 'north': 1}","{'west': 5, 'national': 5, 'east': 2, 'central': 5, 'south': 4, 'north': 2}","{'west': 0.52, 'national': 0.8, 'east': 0.29, 'central': 0.8, 'south': 0.73, 'north': 0.58}","{'west': 5, 'national': 8, 'east': 3, 'central': 8, 'south': 7, 'north': 6}",2017-12-19
353,"{'west': 41, 'national': 41, 'east': 26, 'central': 23, 'south': 23, 'north': 31}","{'west': 6, 'national': 45, 'east': 19, 'central': 41, 'south': 45, 'north': 13}","{'west': 97, 'national': 97, 'east': 62, 'central': 55, 'south': 54, 'north': 72}","{'west': 52, 'national': 61, 'east': 56, 'central': 56, 'south': 54, 'north': 61}","{'west': 28, 'national': 41, 'east': 36, 'central': 31, 'south': 29, 'north': 41}","{'west': 28, 'national': 41, 'east': 36, 'central': 31, 'south': 29, 'north': 41}","{'west': 13, 'national': 21, 'east': 17, 'central': 16, 'south': 15, 'north': 21}","{'west': 52, 'national': 61, 'east': 56, 'central': 56, 'south': 54, 'north': 61}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 3, 'south': 2, 'north': 2}","{'west': 6, 'national': 6, 'east': 2, 'central': 5, 'south': 3, 'north': 2}","{'west': 0.55, 'national': 0.77, 'east': 0.28, 'central': 0.77, 'south': 0.71, 'north': 0.57}","{'west': 6, 'national': 8, 'east': 3, 'central': 8, 'south': 7, 'north': 6}",2017-12-20
354,"{'west': 38, 'national': 38, 'east': 26, 'central': 30, 'south': 28, 'north': 30}","{'west': 10, 'national': 35, 'east': 35, 'central': 25, 'south': 32, 'north': 33}","{'west': 91, 'national': 91, 'east': 60, 'central': 72, 'south': 66, 'north': 70}","{'west': 53, 'national': 62, 'east': 59, 'central': 58, 'south': 56, 'north': 62}","{'west': 30, 'national': 39, 'east': 39, 'central': 36, 'south': 32, 'north': 35}","{'west': 30, 'national': 39, 'east': 39, 'central': 36, 'south': 32, 'north': 35}","{'west': 14, 'national': 22, 'east': 19, 'central': 18, 'south': 17, 'north': 22}","{'west': 53, 'national': 62, 'east': 59, 'central': 58, 'south': 56, 'north': 62}",,"{'west': 3, 'national': 3, 'east': 1, 'central': 3, 'south': 2, 'north': 1}","{'west': 5, 'national': 5, 'east': 2, 'central': 4, 'south': 3, 'north': 2}","{'west': 0.54, 'national': 0.63, 'east': 0.33, 'central': 0.63, 'south': 0.56, 'north': 0.57}","{'west': 5, 'national': 6, 'east': 3, 'central': 6, 'south': 6, 'north': 6}",2017-12-21
355,"{'west': 44, 'national': 44, 'east': 19, 'central': 18, 'south': 18, 'north': 20}","{'west': 18, 'national': 51, 'east': 46, 'central': 50, 'south': 51, 'north': 30}","{'west': 104, 'national': 104, 'east': 44, 'central': 44, 'south': 44, 'north': 48}","{'west': 52, 'national': 57, 'east': 57, 'central': 55, 'south': 55, 'north': 57}","{'west': 25, 'national': 33, 'east': 33, 'central': 25, 'south': 30, 'north': 27}","{'west': 25, 'national': 33, 'east': 33, 'central': 25, 'south': 30, 'north': 27}","{'west': 13, 'national': 18, 'east': 17, 'central': 15, 'south': 16, 'north': 18}","{'west': 52, 'national': 57, 'east': 57, 'central': 55, 'south': 55, 'north': 57}",,"{'west': 7, 'national': 7, 'east': 7, 'central': 4, 'south': 4, 'north': 2}","{'west': 10, 'national': 11, 'east': 11, 'central': 6, 'south': 6, 'north': 3}","{'west': 0.54, 'national': 0.72, 'east': 0.31, 'central': 0.72, 'south': 0.64, 'north': 0.58}","{'west': 5, 'national': 7, 'east': 3, 'central': 7, 'south': 6, 'north': 6}",2017-12-22
356,"{'west': 48, 'national': 48, 'east': 29, 'central': 37, 'south': 32, 'north': 27}","{'west': 2, 'national': 34, 'east': 31, 'central': 22, 'south': 34, 'north': 25}","{'west': 113, 'national': 113, 'east': 69, 'central': 87, 'south': 76, 'north': 64}","{'west': 48, 'national': 48, 'east': 48, 'central': 38, 'south': 35, 'north': 42}","{'west': 18, 'national': 20, 'east': 19, 'central': 15, 'south': 20, 'north': 20}","{'west': 18, 'national': 20, 'east': 19, 'central': 15, 'south': 20, 'north': 20}","{'west': 10, 'national': 11, 'east': 11, 'central': 9, 'south': 8, 'north': 10}","{'west': 40, 'national': 48, 'east': 48, 'central': 38, 'south': 35, 'north': 42}",,"{'west': 5, 'national': 5, 'east': 2, 'central': 3, 'south': 4, 'north': 2}","{'west': 8, 'national': 8, 'east': 4, 'central': 5, 'south': 7, 'north': 3}","{'west': 0.53, 'national': 0.66, 'east': 0.31, 'central': 0.66, 'south': 0.59, 'north': 0.63}","{'west': 5, 'national': 7, 'east': 3, 'central': 7, 'south': 6, 'north': 6}",2017-12-23
357,"{'west': 13, 'national': 13, 'east': 12, 'central': 13, 'south': 10, 'north': 11}","{'west': 8, 'national': 24, 'east': 24, 'central': 20, 'south': 23, 'north': 10}","{'west': 30, 'national': 30, 'east': 29, 'central': 30, 'south': 24, 'north': 26}","{'west': 32, 'national': 32, 'east': 30, 'central': 21, 'south': 25, 'north': 27}","{'west': 18, 'national': 18, 'east': 14, 'central': 12, 'south': 15, 'north': 14}","{'west': 18, 'national': 18, 'east': 14, 'central': 12, 'south': 15, 'north': 14}","{'west': 8, 'national': 8, 'east': 7, 'central': 5, 'south': 6, 'north': 7}","{'west': 32, 'national': 32, 'east': 30, 'central': 21, 'south': 25, 'north': 27}",,"{'west': 4, 'national': 4, 'east': 1, 'central': 3, 'south': 2, 'north': 2}","{'west': 6, 'national': 6, 'east': 2, 'central': 4, 'south': 4, 'north': 3}","{'west': 0.53, 'national': 0.54, 'east': 0.21, 'central': 0.54, 'south': 0.49, 'north': 0.49}","{'west': 5, 'national': 5, 'east': 2, 'central': 5, 'south': 5, 'north': 5}",2017-12-24
358,"{'west': 26, 'national': 26, 'east': 12, 'central': 17, 'south': 13, 'north': 14}","{'west': 12, 'national': 48, 'east': 34, 'central': 40, 'south': 48, 'north': 37}","{'west': 62, 'national': 62, 'east': 29, 'central': 40, 'south': 31, 'north': 32}","{'west': 45, 'national': 51, 'east': 51, 'central': 38, 'south': 45, 'north': 40}","{'west': 22, 'national': 27, 'east': 27, 'central': 19, 'south': 25, 'north': 20}","{'west': 22, 'national': 27, 'east': 27, 'central': 19, 'south': 25, 'north': 20}","{'west': 11, 'national': 12, 'east': 12, 'central': 9, 'south': 11, 'north': 10}","{'west': 45, 'national': 51, 'east': 51, 'central': 38, 'south': 45, 'north': 40}",,"{'west': 5, 'national': 5, 'east': 5, 'central': 5, 'south': 5, 'north': 2}","{'west': 8, 'national': 8, 'east': 7, 'central': 7, 'south': 8, 'north': 4}","{'west': 0.44, 'national': 0.56, 'east': 0.22, 'central': 0.56, 'south': 0.53, 'north': 0.47}","{'west': 4, 'national': 6, 'east': 2, 'central': 6, 'south': 5, 'north': 5}",2017-12-25
359,"{'west': 20, 'national': 20, 'east': 17, 'central': 18, 'south': 13, 'north': 19}","{'west': 13, 'national': 63, 'east': 29, 'central': 48, 'south': 63, 'north': 24}","{'west': 48, 'national': 48, 'east': 40, 'central': 43, 'south': 30, 'north': 44}","{'west': 27, 'national': 52, 'east': 52, 'central': 32, 'south': 33, 'north': 31}","{'west': 13, 'national': 22, 'east': 22, 'central': 14, 'south': 20, 'north': 16}","{'west': 13, 'national': 22, 'east': 22, 'central': 14, 'south': 20, 'north': 16}","{'west': 7, 'national': 13, 'east': 13, 'central': 8, 'south': 8, 'north': 8}","{'west': 27, 'national': 52, 'east': 52, 'central': 32, 'south': 33, 'north': 31}",,"{'west': 4, 'national': 9, 'east': 9, 'central': 4, 'south': 5, 'north': 2}","{'west': 7, 'national': 14, 'east': 14, 'central': 6, 'south': 8, 'north': 4}","{'west': 0.43, 'national': 0.57, 'east': 0.26, 'central': 0.57, 'south': 0.51, 'north': 0.52}","{'west': 4, 'national': 6, 'east': 3, 'central': 6, 'south': 5, 'north': 5}",2017-12-26
360,"{'west': 24, 'national': 24, 'east': 17, 'central': 17, 'south': 15, 'north': 18}","{'west': 13, 'national': 53, 'east': 29, 'central': 53, 'south': 46, 'north': 12}","{'west': 57, 'national': 57, 'east': 40, 'central': 39, 'south': 35, 'north': 43}","{'west': 33, 'national': 51, 'east': 48, 'central': 51, 'south': 51, 'north': 34}","{'west': 17, 'national': 23, 'east': 23, 'central': 19, 'south': 23, 'north': 16}","{'west': 17, 'national': 23, 'east': 23, 'central': 19, 'south': 23, 'north': 16}","{'west': 8, 'national': 12, 'east': 12, 'central': 12, 'south': 12, 'north': 8}","{'west': 33, 'national': 51, 'east': 48, 'central': 51, 'south': 51, 'north': 34}",,"{'west': 4, 'national': 6, 'east': 3, 'central': 5, 'south': 6, 'north': 2}","{'west': 7, 'national': 9, 'east': 4, 'central': 9, 'south': 9, 'north': 4}","{'west': 0.49, 'national': 0.69, 'east': 0.24, 'central': 0.69, 'south': 0.61, 'north': 0.51}","{'west': 5, 'national': 7, 'east': 2, 'central': 7, 'south': 6, 'north': 5}",2017-12-27
361,"{'west': 9, 'national': 13, 'east': 13, 'central': 9, 'south': 8, 'north': 13}","{'west': 8, 'national': 46, 'east': 27, 'central': 46, 'south': 29, 'north': 15}","{'west': 22, 'national': 31, 'east': 31, 'central': 20, 'south': 19, 'north': 30}","{'west': 28, 'national': 40, 'east': 40, 'central': 35, 'south': 34, 'north': 36}","{'west': 16, 'national': 20, 'east': 18, 'central': 16, 'south': 18, 'north': 20}","{'west': 16, 'national': 20, 'east': 18, 'central': 16, 'south': 18, 'north': 20}","{'west': 7, 'national': 10, 'east': 10, 'central': 8, 'south': 8, 'north': 9}","{'west': 28, 'national': 40, 'east': 40, 'central': 35, 'south': 34, 'north': 36}",,"{'west': 4, 'national': 4, 'east': 1, 'central': 4, 'south': 3, 'north': 2}","{'west': 6, 'national': 6, 'east': 2, 'central': 6, 'south': 5, 'north': 4}","{'west': 0.54, 'national': 0.63, 'east': 0.2, 'central': 0.63, 'south': 0.58, 'north': 0.53}","{'west': 5, 'national': 6, 'east': 2, 'central': 6, 'south': 6, 'north': 5}",2017-12-28
362,"{'west': 11, 'national': 14, 'east': 13, 'central': 11, 'south': 11, 'north': 14}","{'west': 8, 'national': 34, 'east': 23, 'central': 34, 'south': 30, 'north': 12}","{'west': 26, 'national': 33, 'east': 32, 'central': 25, 'south': 26, 'north': 33}","{'west': 38, 'national': 51, 'east': 51, 'central': 51, 'south': 45, 'north': 40}","{'west': 19, 'national': 25, 'east': 25, 'central': 22, 'south': 21, 'north': 17}","{'west': 19, 'national': 25, 'east': 25, 'central': 22, 'south': 21, 'north': 17}","{'west': 9, 'national': 13, 'east': 13, 'central': 12, 'south': 11, 'north': 10}","{'west': 38, 'national': 51, 'east': 51, 'central': 51, 'south': 45, 'north': 40}",,"{'west': 4, 'national': 4, 'east': 1, 'central': 4, 'south': 3, 'north': 2}","{'west': 6, 'national': 6, 'east': 2, 'central': 6, 'south': 5, 'north': 3}","{'west': 0.48, 'national': 0.48, 'east': 0.17, 'central': 0.47, 'south': 0.47, 'north': 0.43}","{'west': 5, 'national': 5, 'east': 2, 'central': 5, 'south': 5, 'north': 4}",2017-12-29
363,"{'west': 13, 'national': 13, 'east': 12, 'central': 8, 'south': 8, 'north': 12}","{'west': 5, 'national': 28, 'east': 27, 'central': 24, 'south': 28, 'north': 16}","{'west': 30, 'national': 30, 'east': 29, 'central': 20, 'south': 19, 'north': 29}","{'west': 34, 'national': 49, 'east': 48, 'central': 49, 'south': 44, 'north': 40}","{'west': 18, 'national': 43, 'east': 24, 'central': 21, 'south': 43, 'north': 19}","{'west': 18, 'national': 43, 'east': 24, 'central': 21, 'south': 43, 'north': 19}","{'west': 8, 'national': 12, 'east': 12, 'central': 12, 'south': 11, 'north': 10}","{'west': 34, 'national': 49, 'east': 48, 'central': 49, 'south': 44, 'north': 40}",,"{'west': 3, 'national': 3, 'east': 1, 'central': 3, 'south': 2, 'north': 2}","{'west': 5, 'national': 5, 'east': 2, 'central': 4, 'south': 4, 'north': 3}","{'west': 0.48, 'national': 0.52, 'east': 0.2, 'central': 0.52, 'south': 0.52, 'north': 0.42}","{'west': 5, 'national': 5, 'east': 2, 'central': 5, 'south': 5, 'north': 4}",2017-12-30
364,"{'west': 4, 'national': 9, 'east': 9, 'central': 5, 'south': 5, 'north': 8}","{'west': 3, 'national': 42, 'east': 24, 'central': 42, 'south': 37, 'north': 28}","{'west': 11, 'national': 21, 'east': 21, 'central': 12, 'south': 11, 'north': 20}","{'west': 20, 'national': 41, 'east': 41, 'central': 29, 'south': 29, 'north': 34}","{'west': 12, 'national': 22, 'east': 22, 'central': 13, 'south': 15, 'north': 16}","{'west': 12, 'national': 22, 'east': 22, 'central': 13, 'south': 15, 'north': 16}","{'west': 5, 'national': 10, 'east': 10, 'central': 7, 'south': 7, 'north': 8}","{'west': 20, 'national': 41, 'east': 41, 'central': 29, 'south': 29, 'north': 34}",,"{'west': 2, 'national': 3, 'east': 2, 'central': 3, 'south': 2, 'north': 3}","{'west': 4, 'national': 6, 'east': 3, 'central': 6, 'south': 3, 'north': 4}","{'west': 0.5, 'national': 0.61, 'east': 0.19, 'central': 0.61, 'south': 0.58, 'north': 0.49}","{'west': 5, 'national': 6, 'east': 2, 'central': 6, 'south': 6, 'north': 5}",2017-12-31
365,"{'west': 9, 'national': 11, 'east': 11, 'central': 11, 'south': 7, 'north': 8}","{'west': 9, 'national': 31, 'east': 25, 'central': 25, 'south': 31, 'north': 15}","{'west': 20, 'national': 25, 'east': 25, 'central': 25, 'south': 17, 'north': 19}","{'west': 17, 'national': 32, 'east': 32, 'central': 16, 'south': 17, 'north': 25}","{'west': 11, 'national': 14, 'east': 14, 'central': 9, 'south': 9, 'north': 12}","{'west': 11, 'national': 14, 'east': 14, 'central': 9, 'south': 9, 'north': 12}","{'west': 4, 'national': 8, 'east': 8, 'central': 4, 'south': 4, 'north': 6}","{'west': 17, 'national': 32, 'east': 32, 'central': 16, 'south': 17, 'north': 25}",,"{'west': 3, 'national': 4, 'east': 2, 'central': 4, 'south': 2, 'north': 2}","{'west': 5, 'national': 6, 'east': 3, 'central': 6, 'south': 3, 'north': 4}","{'west': 0.56, 'national': 0.65, 'east': 0.19, 'central': 0.58, 'south': 0.65, 'north': 0.48}","{'west': 6, 'national': 7, 'east': 2, 'central': 6, 'south': 7, 'north': 5}",2018-01-01
366,"{'west': 5, 'national': 6, 'east': 6, 'central': 4, 'south': 4, 'north': 6}","{'west': 17, 'national': 50, 'east': 35, 'central': 39, 'south': 50, 'north': 30}","{'west': 12, 'national': 15, 'east': 15, 'central': 9, 'south': 9, 'north': 14}","{'west': 24, 'national': 33, 'east': 25, 'central': 26, 'south': 26, 'north': 33}","{'west': 14, 'national': 17, 'east': 16, 'central': 13, 'south': 17, 'north': 15}","{'west': 14, 'national': 17, 'east': 16, 'central': 13, 'south': 17, 'north': 15}","{'west': 6, 'national': 8, 'east': 6, 'central': 6, 'south': 6, 'north': 8}","{'west': 24, 'national': 33, 'east': 25, 'central': 26, 'south': 26, 'north': 33}",,"{'west': 4, 'national': 4, 'east': 1, 'central': 3, 'south': 2, 'north': 2}","{'west': 6, 'national': 6, 'east': 2, 'central': 5, 'south': 4, 'north': 3}","{'west': 0.5, 'national': 0.74, 'east': 0.24, 'central': 0.74, 'south': 0.7, 'north': 0.58}","{'west': 5, 'national': 7, 'east': 2, 'central': 7, 'south': 7, 'north': 6}",2018-01-02
367,"{'west': 13, 'national': 13, 'east': 10, 'central': 6, 'south': 7, 'north': 10}","{'west': 19, 'national': 41, 'east': 32, 'central': 38, 'south': 41, 'north': 20}","{'west': 31, 'national': 31, 'east': 24, 'central': 15, 'south': 17, 'north': 23}","{'west': 37, 'national': 52, 'east': 47, 'central': 45, 'south': 50, 'north': 52}","{'west': 21, 'national': 27, 'east': 24, 'central': 18, 'south': 27, 'north': 23}","{'west': 21, 'national': 27, 'east': 24, 'central': 18, 'south': 27, 'north': 23}","{'west': 9, 'national': 13, 'east': 11, 'central': 11, 'south': 12, 'north': 13}","{'west': 37, 'national': 52, 'east': 47, 'central': 45, 'south': 50, 'north': 52}",,"{'west': 6, 'national': 6, 'east': 2, 'central': 2, 'south': 4, 'north': 3}","{'west': 9, 'national': 9, 'east': 3, 'central': 3, 'south': 6, 'north': 4}","{'west': 0.56, 'national': 0.7, 'east': 0.2, 'central': 0.7, 'south': 0.67, 'north': 0.56}","{'west': 6, 'national': 7, 'east': 2, 'central': 7, 'south': 7, 'north': 6}",2018-01-03
368,"{'west': 15, 'national': 15, 'east': 12, 'central': 8, 'south': 9, 'north': 15}","{'west': 21, 'national': 53, 'east': 25, 'central': 53, 'south': 46, 'north': 11}","{'west': 36, 'national': 36, 'east': 28, 'central': 18, 'south': 21, 'north': 35}","{'west': 35, 'national': 48, 'east': 38, 'central': 48, 'south': 36, 'north': 40}","{'west': 17, 'national': 20, 'east': 20, 'central': 20, 'south': 20, 'north': 16}","{'west': 17, 'national': 20, 'east': 20, 'central': 20, 'south': 20, 'north': 16}","{'west': 8, 'national': 12, 'east': 9, 'central': 12, 'south': 9, 'north': 10}","{'west': 35, 'national': 48, 'east': 38, 'central': 48, 'south': 36, 'north': 40}",,"{'west': 5, 'national': 5, 'east': 2, 'central': 3, 'south': 3, 'north': 2}","{'west': 8, 'national': 8, 'east': 3, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.46, 'national': 0.64, 'east': 0.18, 'central': 0.64, 'south': 0.61, 'north': 0.5}","{'west': 5, 'national': 6, 'east': 2, 'central': 6, 'south': 6, 'north': 5}",2018-01-04
