index,o3_sub_index,no2_one_hour_max,o3_eight_hour_max,psi_twenty_four_hourly,pm10_twenty_four_hourly,pm10_sub_index,pm25_twenty_four_hourly,pm25_sub_index,psi_three_hourly,so2_sub_index,so2_twenty_four_hourly,co_eight_hour_max,co_sub_index,date
324,"{'west': 6, 'national': 8, 'east': 7, 'central': 8, 'south': 6, 'north': 8}","{'west': 29, 'national': 56, 'east': 46, 'central': 56, 'south': 23, 'north': 48}","{'west': 15, 'national': 19, 'east': 17, 'central': 19, 'south': 14, 'north': 18}","{'west': 53, 'national': 59, 'east': 59, 'central': 56, 'south': 56, 'north': 59}","{'west': 25, 'national': 33, 'east': 33, 'central': 24, 'south': 29, 'north': 29}","{'west': 25, 'national': 33, 'east': 33, 'central': 24, 'south': 29, 'north': 29}","{'west': 13, 'national': 19, 'east': 19, 'central': 16, 'south': 17, 'north': 19}","{'west': 53, 'national': 59, 'east': 59, 'central': 56, 'south': 56, 'north': 59}",,"{'west': 5, 'national': 10, 'east': 10, 'central': 9, 'south': 4, 'north': 6}","{'west': 7, 'national': 16, 'east': 16, 'central': 14, 'south': 7, 'north': 10}","{'west': 0.54, 'national': 1, 'east': 0.3, 'central': 0.59, 'south': 1, 'north': 0.49}","{'west': 5, 'national': 10, 'east': 3, 'central': 6, 'south': 10, 'north': 5}",2017-11-21
325,"{'west': 23, 'national': 23, 'east': 11, 'central': 11, 'south': 5, 'north': 12}","{'west': 25, 'national': 47, 'east': 35, 'central': 47, 'south': 33, 'north': 30}","{'west': 54, 'national': 54, 'east': 25, 'central': 25, 'south': 12, 'north': 28}","{'west': 57, 'national': 64, 'east': 64, 'central': 55, 'south': 57, 'north': 56}","{'west': 28, 'national': 46, 'east': 46, 'central': 27, 'south': 31, 'north': 26}","{'west': 28, 'national': 46, 'east': 46, 'central': 27, 'south': 31, 'north': 26}","{'west': 18, 'national': 23, 'east': 23, 'central': 16, 'south': 18, 'north': 17}","{'west': 57, 'national': 64, 'east': 64, 'central': 55, 'south': 57, 'north': 56}",,"{'west': 7, 'national': 7, 'east': 4, 'central': 5, 'south': 3, 'north': 5}","{'west': 12, 'national': 12, 'east': 7, 'central': 7, 'south': 5, 'north': 8}","{'west': 0.49, 'national': 0.83, 'east': 0.53, 'central': 0.66, 'south': 0.83, 'north': 0.36}","{'west': 5, 'national': 8, 'east': 5, 'central': 7, 'south': 8, 'north': 4}",2017-11-22
326,"{'west': 5, 'national': 5, 'east': 4, 'central': 5, 'south': 5, 'north': 3}","{'west': 9, 'national': 34, 'east': 34, 'central': 26, 'south': 15, 'north': 20}","{'west': 12, 'national': 12, 'east': 10, 'central': 11, 'south': 11, 'north': 7}","{'west': 33, 'national': 50, 'east': 50, 'central': 34, 'south': 31, 'north': 41}","{'west': 19, 'national': 25, 'east': 25, 'central': 14, 'south': 20, 'north': 18}","{'west': 19, 'national': 25, 'east': 25, 'central': 14, 'south': 20, 'north': 18}","{'west': 8, 'national': 12, 'east': 12, 'central': 8, 'south': 7, 'north': 10}","{'west': 33, 'national': 50, 'east': 50, 'central': 34, 'south': 31, 'north': 41}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 3, 'north': 3}","{'west': 4, 'national': 5, 'east': 4, 'central': 4, 'south': 5, 'north': 4}","{'west': 0.52, 'national': 0.81, 'east': 0.7, 'central': 0.56, 'south': 0.81, 'north': 0.36}","{'west': 5, 'national': 8, 'east': 7, 'central': 6, 'south': 8, 'north': 4}",2017-11-23
327,"{'west': 10, 'national': 10, 'east': 6, 'central': 8, 'south': 5, 'north': 6}","{'west': 19, 'national': 33, 'east': 33, 'central': 32, 'south': 17, 'north': 30}","{'west': 25, 'national': 25, 'east': 15, 'central': 20, 'south': 11, 'north': 15}","{'west': 28, 'national': 41, 'east': 41, 'central': 21, 'south': 24, 'north': 29}","{'west': 14, 'national': 20, 'east': 20, 'central': 13, 'south': 17, 'north': 17}","{'west': 14, 'national': 20, 'east': 20, 'central': 13, 'south': 17, 'north': 17}","{'west': 7, 'national': 10, 'east': 10, 'central': 5, 'south': 6, 'north': 7}","{'west': 28, 'national': 41, 'east': 41, 'central': 21, 'south': 24, 'north': 29}",,"{'west': 2, 'national': 14, 'east': 2, 'central': 2, 'south': 14, 'north': 3}","{'west': 3, 'national': 22, 'east': 3, 'central': 3, 'south': 22, 'north': 5}","{'west': 0.52, 'national': 0.73, 'east': 0.28, 'central': 0.53, 'south': 0.73, 'north': 0.36}","{'west': 5, 'national': 7, 'east': 3, 'central': 5, 'south': 7, 'north': 4}",2017-11-24
328,"{'west': 22, 'national': 22, 'east': 11, 'central': 11, 'south': 5, 'north': 9}","{'west': 8, 'national': 37, 'east': 37, 'central': 29, 'south': 29, 'north': 33}","{'west': 52, 'national': 52, 'east': 26, 'central': 27, 'south': 12, 'north': 22}","{'west': 34, 'national': 46, 'east': 46, 'central': 29, 'south': 37, 'north': 29}","{'west': 17, 'national': 24, 'east': 24, 'central': 16, 'south': 20, 'north': 16}","{'west': 17, 'national': 24, 'east': 24, 'central': 16, 'south': 20, 'north': 16}","{'west': 8, 'national': 11, 'east': 11, 'central': 7, 'south': 9, 'north': 7}","{'west': 34, 'national': 46, 'east': 46, 'central': 29, 'south': 37, 'north': 29}",,"{'west': 3, 'national': 4, 'east': 3, 'central': 4, 'south': 4, 'north': 4}","{'west': 5, 'national': 7, 'east': 5, 'central': 6, 'south': 7, 'north': 7}","{'west': 0.41, 'national': 0.83, 'east': 0.22, 'central': 0.54, 'south': 0.83, 'north': 0.35}","{'west': 4, 'national': 8, 'east': 2, 'central': 5, 'south': 8, 'north': 4}",2017-11-25
329,"{'west': 6, 'national': 9, 'east': 8, 'central': 9, 'south': 4, 'north': 6}","{'west': 9, 'national': 34, 'east': 34, 'central': 28, 'south': 11, 'north': 24}","{'west': 14, 'national': 20, 'east': 18, 'central': 20, 'south': 10, 'north': 14}","{'west': 32, 'national': 43, 'east': 43, 'central': 36, 'south': 32, 'north': 43}","{'west': 17, 'national': 22, 'east': 20, 'central': 16, 'south': 20, 'north': 22}","{'west': 17, 'national': 22, 'east': 20, 'central': 16, 'south': 20, 'north': 22}","{'west': 8, 'national': 10, 'east': 10, 'central': 9, 'south': 8, 'north': 10}","{'west': 32, 'national': 43, 'east': 43, 'central': 36, 'south': 32, 'north': 43}",,"{'west': 2, 'national': 5, 'east': 2, 'central': 2, 'south': 4, 'north': 5}","{'west': 4, 'national': 8, 'east': 4, 'central': 4, 'south': 6, 'north': 8}","{'west': 0.44, 'national': 0.77, 'east': 0.24, 'central': 0.61, 'south': 0.77, 'north': 0.41}","{'west': 4, 'national': 8, 'east': 2, 'central': 6, 'south': 8, 'north': 4}",2017-11-26
330,"{'west': 12, 'national': 12, 'east': 5, 'central': 7, 'south': 4, 'north': 5}","{'west': 5, 'national': 36, 'east': 36, 'central': 35, 'south': 35, 'north': 33}","{'west': 29, 'national': 29, 'east': 12, 'central': 17, 'south': 9, 'north': 12}","{'west': 21, 'national': 40, 'east': 40, 'central': 29, 'south': 26, 'north': 34}","{'west': 14, 'national': 20, 'east': 20, 'central': 13, 'south': 15, 'north': 16}","{'west': 14, 'national': 20, 'east': 20, 'central': 13, 'south': 15, 'north': 16}","{'west': 5, 'national': 10, 'east': 10, 'central': 7, 'south': 6, 'north': 8}","{'west': 21, 'national': 40, 'east': 40, 'central': 29, 'south': 26, 'north': 34}",,"{'west': 2, 'national': 5, 'east': 3, 'central': 2, 'south': 5, 'north': 5}","{'west': 3, 'national': 8, 'east': 4, 'central': 4, 'south': 7, 'north': 8}","{'west': 0.48, 'national': 0.77, 'east': 0.22, 'central': 0.62, 'south': 0.77, 'north': 0.37}","{'west': 5, 'national': 8, 'east': 2, 'central': 6, 'south': 8, 'north': 4}",2017-11-27
331,"{'west': 28, 'national': 28, 'east': 20, 'central': 23, 'south': 4, 'north': 15}","{'west': 7, 'national': 44, 'east': 39, 'central': 44, 'south': 44, 'north': 27}","{'west': 66, 'national': 66, 'east': 47, 'central': 54, 'south': 9, 'north': 35}","{'west': 39, 'national': 48, 'east': 43, 'central': 31, 'south': 33, 'north': 48}","{'west': 23, 'national': 23, 'east': 19, 'central': 15, 'south': 16, 'north': 19}","{'west': 23, 'national': 23, 'east': 19, 'central': 15, 'south': 16, 'north': 19}","{'west': 9, 'national': 12, 'east': 10, 'central': 8, 'south': 8, 'north': 12}","{'west': 39, 'national': 48, 'east': 43, 'central': 31, 'south': 33, 'north': 48}",,"{'west': 2, 'national': 4, 'east': 2, 'central': 2, 'south': 3, 'north': 4}","{'west': 4, 'national': 6, 'east': 3, 'central': 4, 'south': 5, 'north': 6}","{'west': 0.45, 'national': 0.69, 'east': 0.23, 'central': 0.56, 'south': 0.69, 'north': 0.45}","{'west': 4, 'national': 7, 'east': 2, 'central': 6, 'south': 7, 'north': 4}",2017-11-28
332,"{'west': 36, 'national': 36, 'east': 21, 'central': 25, 'south': 4, 'north': 18}","{'west': 2, 'national': 25, 'east': 25, 'central': 14, 'south': 9, 'north': 23}","{'west': 85, 'national': 85, 'east': 50, 'central': 59, 'south': 9, 'north': 43}","{'west': 36, 'national': 41, 'east': 39, 'central': 34, 'south': 33, 'north': 41}","{'west': 17, 'national': 20, 'east': 20, 'central': 15, 'south': 18, 'north': 20}","{'west': 17, 'national': 20, 'east': 20, 'central': 15, 'south': 18, 'north': 20}","{'west': 8, 'national': 10, 'east': 9, 'central': 8, 'south': 8, 'north': 10}","{'west': 32, 'national': 41, 'east': 39, 'central': 34, 'south': 33, 'north': 41}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 3, 'north': 3}","{'west': 6, 'national': 6, 'east': 3, 'central': 4, 'south': 5, 'north': 5}","{'west': 0.41, 'national': 0.63, 'east': 0.18, 'central': 0.53, 'south': 0.63, 'north': 0.37}","{'west': 4, 'national': 6, 'east': 2, 'central': 5, 'south': 6, 'north': 4}",2017-11-29
333,"{'west': 49, 'national': 49, 'east': 20, 'central': 30, 'south': 4, 'north': 20}","{'west': 4, 'national': 45, 'east': 43, 'central': 36, 'south': 10, 'north': 45}","{'west': 116, 'national': 116, 'east': 48, 'central': 71, 'south': 8, 'north': 46}","{'west': 49, 'national': 49, 'east': 31, 'central': 30, 'south': 28, 'north': 32}","{'west': 16, 'national': 18, 'east': 18, 'central': 12, 'south': 18, 'north': 17}","{'west': 16, 'national': 18, 'east': 18, 'central': 12, 'south': 18, 'north': 17}","{'west': 8, 'national': 8, 'east': 8, 'central': 5, 'south': 7, 'north': 8}","{'west': 33, 'national': 33, 'east': 31, 'central': 23, 'south': 28, 'north': 32}",,"{'west': 3, 'national': 4, 'east': 2, 'central': 3, 'south': 2, 'north': 4}","{'west': 5, 'national': 6, 'east': 4, 'central': 4, 'south': 4, 'north': 6}","{'west': 0.44, 'national': 0.65, 'east': 0.24, 'central': 0.57, 'south': 0.65, 'north': 0.44}","{'west': 4, 'national': 6, 'east': 2, 'central': 6, 'south': 6, 'north': 4}",2017-11-30
334,"{'west': 26, 'national': 26, 'east': 17, 'central': 14, 'south': 10, 'north': 15}","{'west': 15, 'national': 33, 'east': 24, 'central': 33, 'south': 22, 'north': 18}","{'west': 62, 'national': 62, 'east': 40, 'central': 33, 'south': 24, 'north': 35}","{'west': 38, 'national': 47, 'east': 47, 'central': 40, 'south': 43, 'north': 42}","{'west': 20, 'national': 26, 'east': 23, 'central': 20, 'south': 26, 'north': 19}","{'west': 20, 'national': 26, 'east': 23, 'central': 20, 'south': 26, 'north': 19}","{'west': 9, 'national': 11, 'east': 11, 'central': 10, 'south': 10, 'north': 10}","{'west': 38, 'national': 47, 'east': 47, 'central': 40, 'south': 43, 'north': 42}",,"{'west': 4, 'national': 7, 'east': 7, 'central': 4, 'south': 3, 'north': 5}","{'west': 6, 'national': 11, 'east': 11, 'central': 6, 'south': 5, 'north': 8}","{'west': 0.49, 'national': 0.66, 'east': 0.18, 'central': 0.63, 'south': 0.66, 'north': 0.39}","{'west': 5, 'national': 7, 'east': 2, 'central': 6, 'south': 7, 'north': 4}",2017-12-01
335,"{'west': 30, 'national': 30, 'east': 22, 'central': 22, 'south': 5, 'north': 26}","{'west': 18, 'national': 37, 'east': 27, 'central': 37, 'south': 19, 'north': 15}","{'west': 72, 'national': 72, 'east': 51, 'central': 53, 'south': 12, 'north': 61}","{'west': 33, 'national': 57, 'east': 57, 'central': 45, 'south': 42, 'north': 40}","{'west': 20, 'national': 34, 'east': 34, 'central': 19, 'south': 24, 'north': 20}","{'west': 20, 'national': 34, 'east': 34, 'central': 19, 'south': 24, 'north': 20}","{'west': 8, 'national': 18, 'east': 18, 'central': 11, 'south': 10, 'north': 10}","{'west': 33, 'national': 57, 'east': 57, 'central': 45, 'south': 42, 'north': 40}",,"{'west': 4, 'national': 8, 'east': 8, 'central': 8, 'south': 4, 'north': 7}","{'west': 7, 'national': 14, 'east': 14, 'central': 13, 'south': 6, 'north': 11}","{'west': 0.46, 'national': 0.74, 'east': 0.19, 'central': 0.62, 'south': 0.74, 'north': 0.39}","{'west': 5, 'national': 7, 'east': 2, 'central': 6, 'south': 7, 'north': 4}",2017-12-02
336,"{'west': 33, 'national': 33, 'east': 27, 'central': 29, 'south': 5, 'north': 27}","{'west': 13, 'national': 31, 'east': 28, 'central': 31, 'south': 14, 'north': 12}","{'west': 79, 'national': 79, 'east': 63, 'central': 68, 'south': 12, 'north': 63}","{'west': 33, 'national': 53, 'east': 53, 'central': 41, 'south': 45, 'north': 44}","{'west': 16, 'national': 27, 'east': 26, 'central': 18, 'south': 27, 'north': 19}","{'west': 16, 'national': 27, 'east': 26, 'central': 18, 'south': 27, 'north': 19}","{'west': 7, 'national': 14, 'east': 14, 'central': 10, 'south': 11, 'north': 11}","{'west': 31, 'national': 53, 'east': 53, 'central': 41, 'south': 45, 'north': 44}",,"{'west': 7, 'national': 9, 'east': 9, 'central': 6, 'south': 3, 'north': 4}","{'west': 11, 'national': 15, 'east': 15, 'central': 9, 'south': 4, 'north': 6}","{'west': 0.46, 'national': 0.65, 'east': 0.19, 'central': 0.62, 'south': 0.65, 'north': 0.41}","{'west': 5, 'national': 6, 'east': 2, 'central': 6, 'south': 6, 'north': 4}",2017-12-03
337,"{'west': 11, 'national': 11, 'east': 11, 'central': 9, 'south': 7, 'north': 9}","{'west': 40, 'national': 96, 'east': 49, 'central': 18, 'south': 96, 'north': 42}","{'west': 27, 'national': 27, 'east': 27, 'central': 20, 'south': 16, 'north': 22}","{'west': 55, 'national': 55, 'east': 55, 'central': 52, 'south': 54, 'north': 52}","{'west': 26, 'national': 29, 'east': 27, 'central': 24, 'south': 29, 'north': 24}","{'west': 26, 'national': 29, 'east': 27, 'central': 24, 'south': 29, 'north': 24}","{'west': 16, 'national': 16, 'east': 15, 'central': 13, 'south': 15, 'north': 13}","{'west': 55, 'national': 55, 'east': 55, 'central': 52, 'south': 54, 'north': 52}",,"{'west': 9, 'national': 9, 'east': 5, 'central': 5, 'south': 4, 'north': 4}","{'west': 14, 'national': 14, 'east': 8, 'central': 7, 'south': 7, 'north': 6}","{'west': 0.73, 'national': 0.73, 'east': 0.31, 'central': 0.54, 'south': 0.71, 'north': 0.58}","{'west': 7, 'national': 7, 'east': 3, 'central': 5, 'south': 7, 'north': 6}",2017-12-04
338,"{'west': 27, 'national': 29, 'east': 18, 'central': 16, 'south': 12, 'north': 29}","{'west': 33, 'national': 53, 'east': 28, 'central': 52, 'south': 53, 'north': 15}","{'west': 64, 'national': 69, 'east': 42, 'central': 37, 'south': 27, 'north': 69}","{'west': 62, 'national': 62, 'east': 58, 'central': 56, 'south': 62, 'north': 55}","{'west': 33, 'national': 37, 'east': 31, 'central': 28, 'south': 37, 'north': 27}","{'west': 33, 'national': 37, 'east': 31, 'central': 28, 'south': 37, 'north': 27}","{'west': 22, 'national': 22, 'east': 18, 'central': 16, 'south': 21, 'north': 15}","{'west': 62, 'national': 62, 'east': 58, 'central': 56, 'south': 62, 'north': 55}",,"{'west': 20, 'national': 20, 'east': 6, 'central': 9, 'south': 9, 'north': 6}","{'west': 32, 'national': 32, 'east': 9, 'central': 14, 'south': 14, 'north': 9}","{'west': 0.53, 'national': 0.58, 'east': 0.17, 'central': 0.58, 'south': 0.53, 'north': 0.45}","{'west': 5, 'national': 6, 'east': 2, 'central': 6, 'south': 5, 'north': 4}",2017-12-05
339,"{'west': 24, 'national': 25, 'east': 22, 'central': 23, 'south': 25, 'north': 22}","{'west': 9, 'national': 51, 'east': 28, 'central': 40, 'south': 51, 'north': 16}","{'west': 56, 'national': 59, 'east': 53, 'central': 54, 'south': 59, 'north': 53}","{'west': 48, 'national': 58, 'east': 54, 'central': 56, 'south': 58, 'north': 53}","{'west': 22, 'national': 33, 'east': 29, 'central': 25, 'south': 33, 'north': 23}","{'west': 22, 'national': 33, 'east': 29, 'central': 25, 'south': 33, 'north': 23}","{'west': 11, 'national': 18, 'east': 15, 'central': 16, 'south': 18, 'north': 13}","{'west': 48, 'national': 58, 'east': 54, 'central': 56, 'south': 58, 'north': 53}",,"{'west': 18, 'national': 18, 'east': 10, 'central': 12, 'south': 17, 'north': 7}","{'west': 29, 'national': 29, 'east': 16, 'central': 19, 'south': 28, 'north': 10}","{'west': 0.47, 'national': 0.61, 'east': 0.17, 'central': 0.61, 'south': 0.49, 'north': 0.45}","{'west': 5, 'national': 6, 'east': 2, 'central': 6, 'south': 5, 'north': 5}",2017-12-06
340,"{'west': 18, 'national': 18, 'east': 5, 'central': 5, 'south': 3, 'north': 5}","{'west': 15, 'national': 53, 'east': 44, 'central': 40, 'south': 53, 'north': 37}","{'west': 43, 'national': 43, 'east': 12, 'central': 12, 'south': 6, 'north': 12}","{'west': 38, 'national': 53, 'east': 53, 'central': 38, 'south': 41, 'north': 35}","{'west': 18, 'national': 28, 'east': 28, 'central': 16, 'south': 23, 'north': 17}","{'west': 18, 'national': 28, 'east': 28, 'central': 16, 'south': 23, 'north': 17}","{'west': 9, 'national': 14, 'east': 14, 'central': 9, 'south': 10, 'north': 8}","{'west': 38, 'national': 53, 'east': 53, 'central': 38, 'south': 41, 'north': 35}",,"{'west': 5, 'national': 5, 'east': 3, 'central': 3, 'south': 5, 'north': 4}","{'west': 7, 'national': 9, 'east': 5, 'central': 5, 'south': 9, 'north': 6}","{'west': 0.49, 'national': 0.71, 'east': 0.35, 'central': 0.71, 'south': 0.59, 'north': 0.49}","{'west': 5, 'national': 7, 'east': 4, 'central': 7, 'south': 6, 'north': 5}",2017-12-07
341,"{'west': 27, 'national': 27, 'east': 9, 'central': 17, 'south': 12, 'north': 14}","{'west': 3, 'national': 38, 'east': 38, 'central': 20, 'south': 24, 'north': 25}","{'west': 63, 'national': 63, 'east': 22, 'central': 41, 'south': 29, 'north': 33}","{'west': 30, 'national': 41, 'east': 41, 'central': 24, 'south': 24, 'north': 29}","{'west': 15, 'national': 24, 'east': 24, 'central': 12, 'south': 14, 'north': 15}","{'west': 15, 'national': 24, 'east': 24, 'central': 12, 'south': 14, 'north': 15}","{'west': 7, 'national': 10, 'east': 10, 'central': 6, 'south': 6, 'north': 7}","{'west': 30, 'national': 41, 'east': 41, 'central': 24, 'south': 24, 'north': 29}",,"{'west': 3, 'national': 3, 'east': 3, 'central': 2, 'south': 2, 'north': 3}","{'west': 5, 'national': 5, 'east': 4, 'central': 4, 'south': 4, 'north': 5}","{'west': 0.39, 'national': 0.51, 'east': 0.19, 'central': 0.51, 'south': 0.47, 'north': 0.37}","{'west': 4, 'national': 5, 'east': 2, 'central': 5, 'south': 5, 'north': 4}",2017-12-08
342,"{'west': 33, 'national': 33, 'east': 18, 'central': 13, 'south': 13, 'north': 22}","{'west': 7, 'national': 47, 'east': 33, 'central': 43, 'south': 47, 'north': 16}","{'west': 79, 'national': 79, 'east': 43, 'central': 31, 'south': 30, 'north': 53}","{'west': 34, 'national': 48, 'east': 48, 'central': 43, 'south': 37, 'north': 45}","{'west': 19, 'national': 27, 'east': 27, 'central': 19, 'south': 20, 'north': 20}","{'west': 19, 'national': 27, 'east': 27, 'central': 19, 'south': 20, 'north': 20}","{'west': 8, 'national': 12, 'east': 12, 'central': 10, 'south': 9, 'north': 11}","{'west': 34, 'national': 48, 'east': 48, 'central': 43, 'south': 37, 'north': 45}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 3}","{'west': 4, 'national': 4, 'east': 3, 'central': 4, 'south': 3, 'north': 4}","{'west': 0.46, 'national': 0.65, 'east': 0.21, 'central': 0.65, 'south': 0.58, 'north': 0.46}","{'west': 5, 'national': 7, 'east': 2, 'central': 7, 'south': 6, 'north': 5}",2017-12-09
343,"{'west': 34, 'national': 34, 'east': 20, 'central': 22, 'south': 24, 'north': 22}","{'west': 19, 'national': 41, 'east': 28, 'central': 41, 'south': 31, 'north': 17}","{'west': 80, 'national': 80, 'east': 48, 'central': 52, 'south': 56, 'north': 51}","{'west': 58, 'national': 63, 'east': 63, 'central': 60, 'south': 60, 'north': 58}","{'west': 35, 'national': 47, 'east': 47, 'central': 35, 'south': 42, 'north': 34}","{'west': 35, 'national': 47, 'east': 47, 'central': 35, 'south': 42, 'north': 34}","{'west': 18, 'national': 22, 'east': 22, 'central': 20, 'south': 20, 'north': 18}","{'west': 58, 'national': 63, 'east': 63, 'central': 60, 'south': 60, 'north': 58}",,"{'west': 7, 'national': 7, 'east': 2, 'central': 3, 'south': 3, 'north': 4}","{'west': 11, 'national': 11, 'east': 3, 'central': 5, 'south': 4, 'north': 6}","{'west': 0.49, 'national': 0.69, 'east': 0.23, 'central': 0.69, 'south': 0.61, 'north': 0.47}","{'west': 5, 'national': 7, 'east': 2, 'central': 7, 'south': 6, 'north': 5}",2017-12-10
344,"{'west': 31, 'national': 31, 'east': 13, 'central': 15, 'south': 13, 'north': 15}","{'west': 15, 'national': 54, 'east': 41, 'central': 45, 'south': 49, 'north': 54}","{'west': 74, 'national': 74, 'east': 31, 'central': 35, 'south': 31, 'north': 34}","{'west': 55, 'national': 57, 'east': 57, 'central': 55, 'south': 55, 'north': 55}","{'west': 28, 'national': 36, 'east': 36, 'central': 27, 'south': 33, 'north': 30}","{'west': 28, 'national': 36, 'east': 36, 'central': 27, 'south': 33, 'north': 30}","{'west': 16, 'national': 17, 'east': 17, 'central': 16, 'south': 15, 'north': 16}","{'west': 55, 'national': 57, 'east': 57, 'central': 55, 'south': 55, 'north': 55}",,"{'west': 5, 'national': 5, 'east': 1, 'central': 3, 'south': 2, 'north': 3}","{'west': 7, 'national': 7, 'east': 2, 'central': 4, 'south': 4, 'north': 5}","{'west': 0.55, 'national': 0.68, 'east': 0.3, 'central': 0.68, 'south': 0.64, 'north': 0.58}","{'west': 5, 'national': 7, 'east': 3, 'central': 7, 'south': 6, 'north': 6}",2017-12-11
345,"{'west': 16, 'national': 16, 'east': 7, 'central': 7, 'south': 7, 'north': 7}","{'west': 35, 'national': 60, 'east': 56, 'central': 60, 'south': 57, 'north': 57}","{'west': 37, 'national': 37, 'east': 17, 'central': 17, 'south': 15, 'north': 17}","{'west': 54, 'national': 62, 'east': 62, 'central': 54, 'south': 54, 'north': 56}","{'west': 26, 'national': 42, 'east': 42, 'central': 24, 'south': 28, 'north': 29}","{'west': 26, 'national': 42, 'east': 42, 'central': 24, 'south': 28, 'north': 29}","{'west': 15, 'national': 22, 'east': 22, 'central': 15, 'south': 15, 'north': 16}","{'west': 54, 'national': 62, 'east': 62, 'central': 54, 'south': 54, 'north': 56}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 3, 'south': 3, 'north': 3}","{'west': 6, 'national': 6, 'east': 3, 'central': 5, 'south': 4, 'north': 5}","{'west': 0.59, 'national': 0.82, 'east': 0.44, 'central': 0.82, 'south': 0.7, 'north': 0.68}","{'west': 6, 'national': 8, 'east': 4, 'central': 8, 'south': 7, 'north': 7}",2017-12-12
346,"{'west': 26, 'national': 26, 'east': 9, 'central': 13, 'south': 9, 'north': 11}","{'west': 34, 'national': 70, 'east': 47, 'central': 57, 'south': 70, 'north': 51}","{'west': 62, 'national': 62, 'east': 22, 'central': 30, 'south': 21, 'north': 25}","{'west': 55, 'national': 60, 'east': 60, 'central': 54, 'south': 53, 'north': 55}","{'west': 27, 'national': 39, 'east': 39, 'central': 22, 'south': 27, 'north': 27}","{'west': 27, 'national': 39, 'east': 39, 'central': 22, 'south': 27, 'north': 27}","{'west': 15, 'national': 20, 'east': 20, 'central': 15, 'south': 14, 'north': 16}","{'west': 55, 'national': 60, 'east': 60, 'central': 54, 'south': 53, 'north': 55}",,"{'west': 3, 'national': 3, 'east': 3, 'central': 2, 'south': 3, 'north': 2}","{'west': 5, 'national': 6, 'east': 6, 'central': 4, 'south': 5, 'north': 3}","{'west': 0.58, 'national': 0.71, 'east': 0.39, 'central': 0.71, 'south': 0.71, 'north': 0.62}","{'west': 6, 'national': 7, 'east': 4, 'central': 7, 'south': 7, 'north': 6}",2017-12-13
347,"{'west': 32, 'national': 32, 'east': 23, 'central': 22, 'south': 22, 'north': 20}","{'west': 26, 'national': 72, 'east': 39, 'central': 64, 'south': 72, 'north': 29}","{'west': 74, 'national': 74, 'east': 54, 'central': 53, 'south': 51, 'north': 47}","{'west': 57, 'national': 61, 'east': 61, 'central': 56, 'south': 56, 'north': 58}","{'west': 30, 'national': 39, 'east': 39, 'central': 25, 'south': 30, 'north': 30}","{'west': 30, 'national': 39, 'east': 39, 'central': 25, 'south': 30, 'north': 30}","{'west': 17, 'national': 21, 'east': 21, 'central': 17, 'south': 17, 'north': 18}","{'west': 57, 'national': 61, 'east': 61, 'central': 56, 'south': 56, 'north': 58}",,"{'west': 3, 'national': 7, 'east': 5, 'central': 7, 'south': 7, 'north': 3}","{'west': 6, 'national': 12, 'east': 7, 'central': 10, 'south': 12, 'north': 5}","{'west': 0.55, 'national': 0.71, 'east': 0.28, 'central': 0.71, 'south': 0.52, 'north': 0.63}","{'west': 5, 'national': 7, 'east': 3, 'central': 7, 'south': 5, 'north': 6}",2017-12-14
348,"{'west': 22, 'national': 22, 'east': 8, 'central': 10, 'south': 8, 'north': 9}","{'west': 33, 'national': 64, 'east': 36, 'central': 51, 'south': 64, 'north': 36}","{'west': 53, 'national': 53, 'east': 20, 'central': 24, 'south': 20, 'north': 22}","{'west': 56, 'national': 60, 'east': 56, 'central': 56, 'south': 56, 'north': 60}","{'west': 30, 'national': 34, 'east': 30, 'central': 26, 'south': 26, 'north': 34}","{'west': 30, 'national': 34, 'east': 30, 'central': 26, 'south': 26, 'north': 34}","{'west': 16, 'national': 20, 'east': 16, 'central': 17, 'south': 17, 'north': 20}","{'west': 56, 'national': 60, 'east': 56, 'central': 56, 'south': 56, 'north': 60}",,"{'west': 5, 'national': 5, 'east': 2, 'central': 4, 'south': 4, 'north': 3}","{'west': 8, 'national': 8, 'east': 3, 'central': 6, 'south': 6, 'north': 5}","{'west': 0.63, 'national': 0.8, 'east': 0.3, 'central': 0.8, 'south': 0.6, 'north': 0.64}","{'west': 6, 'national': 8, 'east': 3, 'central': 8, 'south': 6, 'north': 6}",2017-12-15
